Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score
HH03138,Andhra Pradesh,Madanapalle,Urban,3,62,Postgraduate,Government,49800,7560,8740,3640,3110,3980,2670,2970,1980,870,0,0,11730,1820,Business,18,No,Two_Wheeler,Very Low,88
HH03139,Gujarat,Ahmedabad,Urban,7,48,Graduate,Salaried,121900,33200,25660,8350,15110,9410,9710,9240,4170,4360,0,0,1730,400,Home,2.3,Yes,Two_Wheeler,Medium,50
HH03140,Tamil Nadu,Madurai,Urban,3,36,Diploma,Self-Employed,54200,7100,,3880,5020,1380,2950,2850,1330,1330,336000,7320,7390,3860,Emergency_Fund,18,Yes,Car,Low,70
HH03141,Karnataka,Bengaluru,Urban,2,49,Graduate,Self-Employed,125300,17470,20220,6630,1670,5470,9290,8210,4560,3450,0,0,36280,16210,Home,18,Yes,Two_Wheeler,Very Low,96
HH03142,Telangana,Nizamabad,Urban,2,56,Diploma,Retired,127800,25430,19840,8230,260,6460,8530,6370,5670,3220,1095000,24670,14790,6720,Emergency_Fund,14.8,No,Two_Wheeler_and_Car,Medium,62
HH03143,Odisha,Bhubaneswar,Urban,5,40,Postgraduate,Government,135200,30680,27250,7790,7040,7710,8980,7220,2700,5980,710000,18050,9270,5020,None,11.3,Yes,Two_Wheeler,Medium,60
HH03144,Andhra Pradesh,Madanapalle,Urban,4,52,Secondary,Salaried,68600,5340,13240,5170,4350,5500,4570,4450,2440,2390,0,0,14490,6030,Education,18,Yes,Two_Wheeler,Very Low,88
HH03145,Rajasthan,Jaipur,Semi-Urban,4,25,Graduate,Self-Employed,99700,28500,17300,6400,11320,6700,4680,7280,3460,3670,0,0,8740,1340,Home,9,Yes,Two_Wheeler,Low,69
HH03146,Kerala,Thiruvananthapuram,Semi-Urban,2,57,Diploma,Government,45100,5970,7260,4040,2070,3790,4170,3060,1030,1700,500000,9150,2390,390,Business,10.9,Yes,None,Medium,54
HH03147,Gujarat,Vadodara,Semi-Urban,2,51,Graduate,Salaried,61700,15810,9880,3890,670,2420,5460,4160,980,2720,555000,14820,610,210,Education,1.5,Yes,None,High,34
HH03148,West Bengal,Siliguri,Urban,4,25,Postgraduate,Salaried,54800,13990,11170,4330,3260,1950,4530,4570,1450,990,558000,11570,-1480,0,Business,0,Yes,None,High,31
HH03149,Rajasthan,Udaipur,Urban,4,47,Graduate,Retired,32400,8330,3570,1720,1790,1540,2220,1070,1000,1060,197000,4140,2820,700,Vehicle,2.7,Yes,Car,Medium,56
HH03150,Telangana,Nizamabad,Urban,4,26,Graduate,Salaried,76800,21830,15270,5820,7410,3200,6360,2380,1610,1490,629000,14630,-1790,0,Home,0,Yes,Two_Wheeler_and_Car,High,32
HH03151,Andhra Pradesh,Visakhapatnam,Rural,4,39,Below Secondary,Salaried,30200,6860,3040,2870,1240,2010,2420,2160,830,930,322000,5850,1640,650,Education,4.7,Yes,Two_Wheeler,Medium,47
HH03152,Kerala,Thiruvananthapuram,Urban,5,50,Secondary,Self-Employed,67100,17110,13410,4030,7540,3390,5020,2900,1950,1280,358000,5540,4040,1660,Emergency_Fund,7.1,Yes,Two_Wheeler,Medium,58
HH03153,Tamil Nadu,Madurai,Urban,5,43,Graduate,Salaried,70600,19470,14060,4780,7070,4720,4580,5510,2240,2610,0,0,3270,1470,Business,6.4,Yes,Two_Wheeler_and_Car,Medium,61
HH03154,Telangana,Hyderabad,Rural,4,55,Diploma,Self-Employed,37800,4330,6420,2900,4120,1680,1980,2690,1240,870,392000,7640,2770,1150,Home,5,Yes,Two_Wheeler,Medium,50
HH03155,Telangana,Warangal,Rural,4,45,Graduate,Salaried,71900,10860,13670,5480,5460,5330,6040,4270,2880,1190,0,0,9490,4100,Home,18,No,Car,Low,79
HH03156,Tamil Nadu,Coimbatore,Urban,3,44,Diploma,Salaried,43100,2440,5370,2960,2180,2290,3470,2370,480,1110,155000,4020,11420,4140,Business,11.8,Yes,Two_Wheeler_and_Car,Very Low,89
HH03157,Andhra Pradesh,Vijayawada,Semi-Urban,4,54,Secondary,Salaried,47100,3980,7190,2930,6430,4150,4700,2030,1410,1480,0,0,9070,3200,Retirement,18,Yes,None,Very Low,85
HH03158,Andhra Pradesh,Guntur,Urban,2,41,Graduate,Self-Employed,123300,27540,17400,7030,2390,6370,10600,6530,2790,5990,736000,13230,14750,2880,Home,12.6,Yes,Car,Low,70
HH03159,Uttar Pradesh,Kanpur,Urban,5,44,Graduate,Salaried,93100,7360,16690,6620,8780,3540,8360,3950,970,2510,411000,9280,18900,7890,Education,6.4,Yes,Car,Low,74
HH03160,Karnataka,Mangaluru,Urban,4,45,Postgraduate,Self-Employed,80100,9500,15800,5330,4670,2730,6960,4140,2210,3870,421000,8810,10390,3330,Vehicle,9.2,Yes,None,Low,70
HH03161,Odisha,Cuttack,Rural,4,43,Secondary,Government,16300,1930,4740,2210,2220,980,1040,760,340,350,153000,1880,-90,0,Vehicle,0,Yes,None,High,38
HH03162,Odisha,Cuttack,Urban,6,54,Diploma,Government,53700,5130,10700,3220,3840,4100,5030,4740,2260,2300,0,0,10260,3590,Business,18,Yes,Car,Very Low,82
HH03163,Telangana,Warangal,Semi-Urban,4,38,Secondary,Salaried,115800,28270,20880,8260,14910,,5380,7850,1380,2410,889000,18070,-240,0,Retirement,0,Yes,Car,High,36
HH03164,West Bengal,Siliguri,Urban,2,37,Postgraduate,Self-Employed,72100,3870,13960,4430,160,2480,3470,5100,980,1980,0,0,20010,10000,Emergency_Fund,18,Yes,Two_Wheeler_and_Car,Very Low,100
HH03165,Kerala,Thiruvananthapuram,Semi-Urban,6,34,Graduate,Salaried,54300,8940,10340,4630,3730,1930,4410,1880,2440,2200,216000,4190,8140,4120,Emergency_Fund,18,Yes,None,Low,73
HH03166,West Bengal,Siliguri,Semi-Urban,3,25,Postgraduate,Salaried,67400,10990,10170,4870,4960,3350,5250,4510,1230,2460,388000,6440,8940,2710,Business,18,Yes,Car,Low,72
HH03167,Andhra Pradesh,Madanapalle,Semi-Urban,4,57,Postgraduate,Self-Employed,81900,8800,15940,6120,6630,3820,8100,5480,1050,3920,875000,20820,880,470,Business,2.4,Yes,Two_Wheeler,High,35
HH03168,Telangana,Hyderabad,Rural,3,36,Secondary,Government,28200,6610,3890,2860,3680,1960,1290,1450,370,820,0,0,3570,1160,Emergency_Fund,18,Yes,Two_Wheeler,Low,77
HH03169,Andhra Pradesh,Vijayawada,Semi-Urban,4,42,Graduate,Unemployed,24900,5660,2980,1960,3320,1070,1210,1750,460,750,108000,1910,3090,1070,Emergency_Fund,7.8,Yes,Two_Wheeler,Low,67
HH03170,Kerala,Kochi,Semi-Urban,4,58,Diploma,Salaried,57900,3470,11610,3330,2760,3570,5120,1870,2600,1310,0,0,10500,5410,Business,18,Yes,Car,Very Low,90
HH03171,Odisha,Bhubaneswar,Urban,6,43,Graduate,Salaried,29000,3020,7890,3330,3600,740,2850,2310,370,590,221000,4270,20,10,Business,0,Yes,Two_Wheeler,High,36
HH03172,West Bengal,Kolkata,Rural,5,49,Postgraduate,Unemployed,10000,3000,2500,2390,790,500,840,500,370,400,0,0,-860,0,Retirement,0,Yes,Two_Wheeler,Medium,41
HH03173,West Bengal,Kolkata,Urban,4,31,Secondary,Self-Employed,42200,7950,7460,3560,4230,2410,2550,2180,670,1880,0,0,7630,3180,Education,10.6,No,Two_Wheeler,Very Low,81
HH03174,Odisha,Cuttack,Urban,5,57,Graduate,Retired,24200,2420,5930,1530,1350,2450,1680,1680,420,890,0,0,3260,690,Vehicle,17.3,Yes,Two_Wheeler,Very Low,80
HH03175,West Bengal,Siliguri,Urban,6,43,Secondary,Government,64400,9300,11870,6060,3330,3200,5560,3250,1240,1260,733000,9740,8150,4190,Home,13,Yes,Two_Wheeler,Low,65
HH03176,Andhra Pradesh,Guntur,Urban,2,35,Graduate,Retired,36200,2360,6980,2220,1410,2680,1710,2130,990,860,315000,6160,5580,2860,Emergency_Fund,18,Yes,Two_Wheeler_and_Car,Low,71
HH03177,Uttar Pradesh,Noida,Semi-Urban,4,35,Secondary,Daily Wage,29500,9710,7420,3040,3230,810,2640,2610,300,730,349000,8980,-6100,0,Emergency_Fund,0,Yes,Two_Wheeler_and_Car,High,16
HH03178,Tamil Nadu,Madurai,Urban,1,59,Graduate,Salaried,83500,15780,10000,3880,2460,7090,4550,4250,1940,3260,0,0,24020,8050,Home,18,Yes,Two_Wheeler,Very Low,94
HH03179,Andhra Pradesh,Vijayawada,Urban,3,39,Graduate,Daily Wage,23000,5260,2500,2710,3190,1320,1930,1280,510,1020,0,0,1920,640,Home,11.5,Yes,None,Low,72
HH03180,Maharashtra,Mumbai,Rural,5,35,Graduate,Salaried,38700,2070,4930,3870,4750,1690,3830,1480,860,1590,0,0,9820,3810,Home,10,No,Two_Wheeler,Very Low,92
HH03181,Uttar Pradesh,Varanasi,Rural,5,40,Postgraduate,Government,44100,2480,7600,3450,5390,1350,2630,3840,1380,1550,481000,9380,3530,1710,Business,16.1,Yes,Two_Wheeler,Medium,58
HH03182,Karnataka,Mangaluru,Urban,6,44,Graduate,Salaried,103700,25690,19060,7840,5410,3940,5340,7440,2180,3310,0,0,17060,3070,Home,15.1,No,Two_Wheeler,Very Low,81
HH03183,Maharashtra,Pune,Rural,4,45,Secondary,Government,35500,3250,7950,3040,2930,2500,1870,2010,750,1430,341000,9270,350,140,Education,1.8,Yes,Car,High,33
HH03184,Telangana,Hyderabad,Urban,2,48,Diploma,Salaried,105600,24760,14820,6720,10,8360,5820,6680,2150,2790,889000,21410,7880,4100,Home,12.9,Yes,Car,Medium,58
HH03185,Andhra Pradesh,Visakhapatnam,Urban,2,46,Diploma,Salaried,108500,18170,16100,6410,260,3140,5740,7980,1930,3710,418000,5660,19170,6790,Retirement,5.3,Yes,None,Low,79
HH03186,Andhra Pradesh,Madanapalle,Rural,3,50,Secondary,Salaried,33200,9760,6050,2220,2070,1120,2970,1730,590,1640,144000,2740,1680,700,Vehicle,5.4,Yes,Two_Wheeler,Medium,55
HH03187,Gujarat,Ahmedabad,Semi-Urban,4,42,Secondary,Salaried,31400,3570,4350,3630,1900,1420,2080,2670,550,670,0,0,8140,4100,Education,18,Yes,Car,Very Low,91
HH03188,Uttar Pradesh,Kanpur,Semi-Urban,4,63,Secondary,Salaried,27400,7770,4890,2740,2590,3460,1510,980,480,1040,101000,1350,360,60,Retirement,1.9,Yes,Car,Medium,47
HH03189,Telangana,Warangal,Urban,5,40,Postgraduate,Salaried,106400,33350,21180,6410,13540,3430,6140,8310,3650,2420,0,0,5850,1800,Business,5.2,Yes,Two_Wheeler_and_Car,Medium,60
HH03190,Karnataka,Mysuru,Urban,2,56,Postgraduate,Retired,47200,2410,11910,3170,1920,4210,4050,2220,840,750,481000,11640,3170,1120,Education,15.8,Yes,Two_Wheeler,Medium,53
HH03191,Telangana,Nizamabad,Urban,3,39,Secondary,Daily Wage,20200,5620,3920,2210,1360,840,1060,620,870,860,0,0,1430,390,Retirement,14.9,Yes,Car,Low,71
HH03192,Andhra Pradesh,Tirupati,Rural,3,31,Graduate,Self-Employed,76100,6870,10260,5490,10260,3860,4570,5880,2420,1190,539000,8310,8360,2330,Emergency_Fund,18,Yes,Two_Wheeler,Low,71
HH03193,Delhi,New Delhi,Urban,5,29,Secondary,Government,86100,12780,17390,7050,5830,3550,7340,3040,3740,1880,0,0,11700,3060,Home,16.1,Yes,Two_Wheeler,Very Low,82
HH03194,West Bengal,Kolkata,Urban,3,47,Graduate,Salaried,42000,2220,7430,3370,2050,2690,3030,2270,850,1620,458000,9860,4900,1240,Home,18,Yes,None,Medium,60
HH03195,Kerala,Thiruvananthapuram,Urban,2,54,Secondary,Government,66000,9710,10910,3760,540,2320,6270,5580,1870,2630,0,0,16680,5710,Education,8.9,Yes,Two_Wheeler,Very Low,90
HH03196,Tamil Nadu,Chennai,Semi-Urban,4,34,Secondary,Self-Employed,59400,3620,10420,4160,6630,4240,4240,4520,2620,2730,527000,14010,1400,220,Retirement,3.7,Yes,None,Medium,40
HH03197,Delhi,New Delhi,Urban,3,36,Diploma,Salaried,131200,11480,23100,8620,18260,6850,9590,7730,5210,3480,1141000,23660,10850,5130,Education,10.8,Yes,Two_Wheeler,Medium,59
HH03198,Andhra Pradesh,Tirupati,Semi-Urban,3,47,Graduate,Government,54800,10730,8720,3420,4150,1730,2970,2820,810,2640,464000,6730,5640,1070,Retirement,18,Yes,Two_Wheeler_and_Car,Low,68
HH03199,Telangana,Warangal,Urban,6,44,Graduate,Unemployed,21100,2430,4720,2760,870,830,2090,940,530,680,118000,2460,2240,870,Emergency_Fund,15.2,Yes,Two_Wheeler,Low,66
HH03200,Uttar Pradesh,Lucknow,Urban,3,39,Graduate,Salaried,91000,25440,15410,5510,7030,2820,6570,2970,1570,1840,297000,6300,13020,4450,Retirement,14.3,No,None,Low,72
HH03201,Gujarat,Surat,Urban,3,32,Secondary,Salaried,93500,24890,15680,5730,8910,5250,5210,4990,3570,1480,0,0,9740,4170,None,18,NO,Two_Wheeler,Low,76
HH03202,Uttar Pradesh,Kanpur,Urban,3,47,Graduate,Daily Wage,45200,7600,7010,3120,2830,3440,3560,2680,1150,1060,0,0,7530,2160,Emergency_Fund,5.1,Yes,Car,Low,76
HH03203,Uttar Pradesh,Lucknow,Semi-Urban,1,50,Secondary,Salaried,46500,8510,8280,2920,40,1790,3760,2020,1880,1600,492000,9080,3880,1970,Home,3.1,Yes,Car,Medium,50
HH03204,Kerala,Kozhikode,Semi-Urban,6,48,Secondary,Salaried,31900,10990,8510,3190,1860,2420,2020,1550,1140,1480,206000,3760,-3740,0,Home,0,Yes,Two_Wheeler,High,32
HH03205,Uttar Pradesh,Varanasi,Urban,5,44,Diploma,Salaried,49600,7690,12320,3170,6800,1930,2690,3290,1220,1610,0,0,4660,1050,Home,8.5,No,Car,Low,72
HH03206,Maharashtra,Pune,Urban,4,34,Secondary,Salaried,47300,11130,8610,4220,2630,1600,2700,2700,1040,1920,339000,7560,2250,1100,Vehicle,9.7,Yes,Two_Wheeler,Medium,56
HH03207,Andhra Pradesh,Visakhapatnam,Urban,4,47,Graduate,Government,101200,6310,18360,7120,11400,7320,5600,8890,4360,2650,437000,11330,13820,7080,Home,18,Yes,Two_Wheeler,Low,70
HH03208,Andhra Pradesh,Tirupati,Rural,3,46,Graduate,Unemployed,18200,6230,3460,1860,2090,1000,820,650,580,770,104000,1930,-900,0,Home,0,Yes,Car,High,36
HH03209,Andhra Pradesh,Madanapalle,Rural,4,32,Graduate,Self-Employed,35500,3210,5140,3580,3370,1570,3070,2200,1140,1590,372000,4880,3090,1530,Vehicle,3.8,Yes,Car,Medium,56
HH03210,Andhra Pradesh,Visakhapatnam,Semi-Urban,3,41,Below Secondary,Retired,33500,9050,6890,2960,2230,2120,1630,1960,640,830,258000,5450,-140,0,Home,0,Yes,Two_Wheeler,High,35
HH03211,Tamil Nadu,Madurai,Urban,6,47,Secondary,Salaried,46900,12060,9080,4480,3790,2350,3680,3630,1470,1220,252000,3250,990,190,Emergency_Fund,4.1,Yes,Two_Wheeler,Medium,50
HH03212,West Bengal,Siliguri,Urban,5,43,Graduate,Salaried,61500,16000,12580,4800,7080,1770,3010,5240,1830,1540,271000,4500,1710,490,Emergency_Fund,4.3,Yes,None,Medium,51
HH03213,Gujarat,Ahmedabad,rural,3,26,Secondary,Salaried,51200,13980,6770,3950,4090,3150,2570,2570,770,790,311000,8050,2360,1260,Retirement,3.5,Yes,Two_Wheeler_and_Car,Medium,48
HH03214,Kerala,Kochi,Urban,5,38,Secondary,Salaried,78100,4520,15690,5030,6350,4870,3560,6130,1150,3490,700000,9570,14500,2540,Business,17.9,Yes,Two_Wheeler,Low,74
HH03215,Telangana,Nizamabad,Semi-Urban,2,38,Below Secondary,Self-Employed,43100,7720,8570,2710,1860,2260,1980,3560,1280,1950,0,0,6960,2340,Emergency_Fund,16.4,No,Two_Wheeler,Very Low,82
HH03216,Gujarat,Vadodara,Rural,3,49,Postgraduate,Unemployed,41200,4900,5880,2290,4260,2300,3880,2600,1600,840,0,0,9500,2860,None,18,Yes,Car,Very Low,88
HH03217,Tamil Nadu,Madurai,Semi-Urban,2,67,Graduate,Salaried,22100,7450,2770,1120,200,2280,1110,1690,480,720,178000,2260,1550,850,Education,14,Yes,Two_Wheeler,Medium,62
HH03218,Andhra Pradesh,Tirupati,Semi-Urban,3,45,Below Secondary,Retired,35400,1780,5200,3320,4600,1420,2790,1270,1010,1310,118000,2950,6050,2900,Home,18,Yes,Two_Wheeler,Low,79
HH03219,Karnataka,Mysuru,Urban,3,33,Graduate,Self-Employed,44000,14060,6630,3380,1880,1570,2810,3630,990,1880,451000,6530,390,80,None,1.2,Yes,None,High,39
HH03220,Tamil Nadu,Coimbatore,Rural,6,43,Postgraduate,Salaried,52300,12790,12610,4130,6220,3650,4530,4580,1470,1660,477000,7330,-3920,0,Retirement,0,Yes,Car,High,33
HH03221,Karnataka,Mysuru,Urban,3,44,Secondary,Self-Employed,55200,9790,9390,3300,5930,1950,2780,4410,2310,2560,529000,13130,-270,0,Retirement,0,Yes,Two_Wheeler,High,30
HH03222,Rajasthan,Jodhpur,Rural,3,51,Secondary,Self-Employed,37100,7320,4770,2100,4990,2580,1680,1370,1440,1150,294000,7290,1440,380,Retirement,9.1,Yes,Two_Wheeler_and_Car,Medium,52
HH03223,Gujarat,Ahmedabad,Urban,2,55,Postgraduate,Government,53500,7740,7070,2840,210,3530,4890,1610,2220,1050,310000,7060,8360,3160,Retirement,4.8,No,Two_Wheeler,Low,68
HH03224,West Bengal,Kolkata,Semi-Urban,2,57,Postgraduate,Government,35500,8930,2500,2140,1230,2350,2860,1800,660,1750,272000,3900,6140,2820,Home,10.7,Yes,Car,Low,73
HH03225,Telangana,Hyderabad,Rural,3,49,Graduate,Government,20100,5260,2500,700,1030,1330,1640,940,580,560,0,0,3960,780,Vehicle,11.4,Yes,None,Very Low,85
HH03226,Rajasthan,Jodhpur,Urban,2,44,Secondary,Government,50400,6550,5940,3720,1740,2510,5010,3250,600,810,0,0,13650,6330,Home,18,Yes,None,Very Low,96
HH03227,West Bengal,Siliguri,Urban,3,57,Secondary,Self-Employed,58500,13030,7960,4120,4810,4520,5330,1770,680,2900,609000,12350,840,270,Retirement,0.6,Yes,Two_Wheeler,High,35
HH03228,Telangana,Hyderabad,Urban,3,41,Postgraduate,Salaried,101100,30830,16210,6520,4640,7110,6010,6260,1780,3910,0,0,12300,5960,Emergency_Fund,6.9,Yes,Car,Low,71
HH03229,Kerala,Kochi,Semi-Urban,3,44,Graduate,Unemployed,30400,2200,3480,2740,2350,1220,2790,2570,350,1330,224000,5220,4260,2100,Retirement,18,Yes,Car,Low,68
HH03230,Maharashtra,Mumbai,Semi-Urban,5,42,Diploma,Salaried,71600,5120,13420,5170,5060,5030,5820,4370,1400,2130,313000,5720,12920,6720,Emergency_Fund,18,Yes,Two_Wheeler,Low,78
HH03231,Maharashtra,Mumbai,Urban,7,25,Below Secondary,Self-Employed,71600,5320,15920,5800,8890,3710,6770,2330,2200,2240,452000,7770,6840,3350,Education,18,Yes,Car,Low,66
HH03232,Andhra Pradesh,Tirupati,Rural,1,55,Secondary,Daily Wage,12400,3000,2500,910,1200,1300,1140,740,470,240,0,0,750,330,Education,2.7,Yes,Two_Wheeler_and_Car,Medium,56
HH03233,Maharashtra,Pune,Rural,5,50,Graduate,Salaried,78700,9940,15320,6300,3680,6140,4770,5520,810,1900,439000,6080,10690,3670,Retirement,6.4,Yes,Two_Wheeler,Low,70
HH03234,Andhra Pradesh,Vijayawada,Rural,5,25,Graduate,Self-Employed,59500,15790,7550,4070,4950,2140,5340,2890,770,1440,662000,11470,1900,950,Retirement,3.2,Yes,Two_Wheeler,Medium,43
HH03235,Telangana,Hyderabad,Semi-Urban,4,53,Diploma,Salaried,25600,8890,3850,2820,1740,1910,1840,2180,390,540,0,0,890,260,None,5.2,Yes,Two_Wheeler,Medium,58
HH03236,Telangana,Warangal,Rural,5,41,Graduate,Salaried,77400,16320,,4970,4630,6040,4110,6740,3220,1610,635000,15000,-1210,0,Home,0,Yes,Car,High,33
HH03237,Odisha,Cuttack,Rural,4,53,Graduate,Government,33100,10280,9100,2240,2880,1310,2930,2400,550,1390,0,0,10,0,Business,0.1,Yes,None,Medium,45
HH03238,Karnataka,Mysuru,Urban,7,45,Graduate,Retired,26500,5110,6880,2470,1910,1250,1880,1670,1100,820,0,0,1880,490,Emergency_Fund,14.3,Yes,None,Low,71
HH03239,Tamil Nadu,Madurai,Rural,2,32,Secondary,Salaried,74600,16870,11580,3640,310,2730,5360,3960,2880,1400,361000,6220,15540,4170,Emergency_Fund,13,Yes,Car,Very Low,80
HH03240,Tamil Nadu,Madurai,Urban,4,44,Postgraduate,Retired,55800,13820,8680,4190,4760,3510,4580,3320,1140,2200,552000,10030,-280,0,None,0,Yes,Car,High,34
HH03241,Uttar Pradesh,Varanasi,Rural,5,36,Below Secondary,Self-Employed,18800,3130,5450,1770,1230,510,850,990,650,770,0,0,2470,810,Home,14.6,Yes,Two_Wheeler,Low,77
HH03242,Delhi,New Delhi,Semi-Urban,6,33,Graduate,Daily Wage,23800,2440,4580,2970,1400,1850,2310,1550,830,420,79000,1330,2170,760,Home,12.7,Yes,Two_Wheeler,Low,71
HH03243,Uttar Pradesh,Kanpur,Semi-Urban,4,52,Secondary,Daily Wage,39300,2950,6620,3980,4040,1600,2340,1700,1510,1330,0,0,7540,1660,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,88
HH03244,Karnataka,Bengaluru,Urban,7,48,Graduate,Government,40800,2570,10450,3760,4220,2720,3360,1510,660,1770,0,0,8260,2670,None,10.8,Yes,Two_Wheeler,Very Low,83
HH03245,Andhra Pradesh,Vijayawada,Urban,5,57,Graduate,Salaried,62100,17060,7170,4850,3870,5590,3200,5500,1090,1920,0,0,5390,1340,Retirement,15.1,Yes,None,Low,75
HH03246,Delhi,New Delhi,Urban,5,40,Secondary,Self-Employed,51200,6300,9620,4580,2630,2410,4620,2350,1170,1800,360000,8460,4160,770,Retirement,13.2,Yes,Two_Wheeler_and_Car,Medium,62
HH03247,Tamil Nadu,Coimbatore,Semi-Urban,6,35,Graduate,Government,220100,59580,42250,13750,25760,12760,11390,14400,6960,9110,0,0,16070,3530,Retirement,12.9,Yes,Car,Low,70
HH03248,Rajasthan,Jodhpur,Rural,5,50,Graduate,Retired,15100,3000,3700,2140,1780,1090,750,1090,500,580,0,0,270,120,Emergency_Fund,2.1,Yes,Two_Wheeler,Medium,51
HH03249,Uttar Pradesh,Varanasi,Urban,4,36,Graduate,Self-Employed,36100,2930,8850,2140,3400,1340,3120,2340,670,820,420000,7360,1670,670,Business,2.1,Yes,Two_Wheeler,Medium,43
HH03250,Maharashtra,Pune,Urban,5,41,Below Secondary,Retired,20700,2540,4670,2450,1950,1290,1060,1510,480,1010,228000,3720,20,0,Retirement,0.1,Yes,Two_Wheeler,High,34
HH03251,Odisha,Bhubaneswar,Semi-Urban,1,49,Secondary,Salaried,30800,2610,7330,2250,1860,2310,1970,1400,1160,660,325000,6860,1890,370,Home,14,Yes,Two_Wheeler_and_Car,Medium,54
HH03252,Delhi,New Delhi,Urban,7,43,Postgraduate,Daily Wage,43600,10000,9640,5050,5430,1450,2230,3630,1120,1040,0,0,3160,740,Home,7.7,Yes,Two_Wheeler,Low,65
HH03253,Karnataka,Mangaluru,Urban,6,40,Secondary,Self-Employed,43700,13110,10990,3720,3350,2500,2400,2360,1360,1440,0,0,1120,500,Home,3.5,Yes,Car,Medium,55
HH03254,Maharashtra,Nagpur,Urban,5,31,Graduate,Salaried,99800,15510,16580,7350,6260,7470,6050,6380,3830,3410,857000,17520,5740,2710,Retirement,3.8,No,Two_Wheeler,Medium,48
HH03255,Andhra Pradesh,Guntur,Semi-Urban,2,52,Secondary,Self-Employed,46900,3990,7540,2770,250,3940,2790,1890,810,720,0,0,12940,4320,Emergency_Fund,18,Yes,None,Very Low,100
HH03256,Rajasthan,Udaipur,Semi-Urban,3,41,Graduate,Daily Wage,19400,2590,2500,2280,1060,1080,1900,1050,320,730,94000,1660,2510,1140,Education,11.3,Yes,Two_Wheeler,Low,73
HH03257,Andhra Pradesh,Guntur,Rural,3,50,Graduate,Government,45100,10690,8060,2810,3000,2350,3330,3170,1160,1730,232000,5300,2760,660,Business,6.7,Yes,Two_Wheeler,Medium,55
HH03258,Karnataka,Mysuru,Urban,3,48,Graduate,Self-Employed,62700,10300,9930,4260,5060,2340,4040,4130,790,1390,254000,4570,8080,1250,None,7.3,Yes,Two_Wheeler_and_Car,Low,72
HH03259,Delhi,New Delhi,Urban,5,54,Graduate,Daily Wage,64900,11750,12030,4490,4050,3390,5780,3680,1850,1990,741000,13260,1310,290,Education,1.6,Yes,Two_Wheeler,High,38
HH03260,Andhra Pradesh,Vijayawada,Semi-Urban,6,42,Graduate,Retired,54200,15480,10630,4480,3560,3570,2980,2070,1790,2270,446000,9840,-2040,0,None,0,Yes,Car,High,32
HH03261,Andhra Pradesh,Vijayawada,Rural,5,41,Postgraduate,Salaried,74600,14740,15750,5360,6670,4270,5900,3140,2190,3240,311000,3850,7520,2110,Retirement,10.3,No,None,Low,69
HH03262,West Bengal,Kolkata,Urban,4,34,Graduate,Salaried,46900,4620,8640,3630,5220,3340,4130,4060,1860,1380,540000,8830,630,290,Vehicle,3,Yes,Two_Wheeler,Medium,40
HH03263,Andhra Pradesh,Guntur,Rural,7,39,Graduate,Unemployed,17100,3610,3940,2290,1490,780,1380,1330,330,770,185000,2770,-770,0,Emergency_Fund,0,Yes,Two_Wheeler,High,33
HH03264,Maharashtra,Pune,Semi-Urban,6,47,Graduate,Salaried,31500,7790,6390,3210,4380,1920,2780,1750,640,540,328000,7900,-3180,0,Emergency_Fund,0,Yes,Car,High,25
HH03265,Tamil Nadu,Chennai,Rural,5,37,Graduate,Daily Wage,35700,2920,7860,3380,1750,1280,3230,3000,460,1550,0,0,5890,3240,Retirement,18,Yes,Car,Very Low,84
HH03266,Karnataka,Bengaluru,Urban,4,47,Graduate,Self-Employed,128000,29920,22450,7880,11670,3790,10260,5300,1600,5510,0,0,13650,5510,Vehicle,18,Yes,Car,Low,78
HH03267,Telangana,Nizamabad,Urban,5,57,Graduate,Salaried,24400,7380,2980,2160,1960,1480,1300,850,700,1050,0,0,2190,1180,Retirement,18,Yes,Two_Wheeler,Low,75
HH03268,Gujarat,Surat,Urban,4,40,Postgraduate,Government,79700,5460,15630,5010,4740,5440,6910,7170,1050,3620,528000,12530,7110,3700,Home,16.4,Yes,Two_Wheeler,Medium,63
HH03269,Odisha,Cuttack,Semi-Urban,2,32,Postgraduate,Daily Wage,33800,6330,4540,2850,420,2680,3280,2090,870,950,309000,6400,1900,950,Emergency_Fund,10.4,Yes,Two_Wheeler,Medium,57
HH03270,Telangana,Nizamabad,Rural,4,40,Graduate,Salaried,71800,19030,13200,4950,2990,5710,6410,6240,1270,1200,0,0,6540,2260,Education,16.4,No,None,Low,73
HH03271,Odisha,Bhubaneswar,Urban,5,31,Graduate,Salaried,50300,4900,10700,4710,5540,3560,3780,3140,1700,2410,542000,8080,1430,270,Home,6.6,Yes,Two_Wheeler,Medium,49
